timestamp,campaign_id,keyword_id,device,country,click_id,cpc
2025-06-10 18:02:28,5,24,desktop,IN,click_00048818,0.09
2025-06-10 10:25:54,4,3,tablet,CA,click_00085865,0.23
2025-06-10 20:23:10,9,36,tablet,UK,click_00082448,0.21
2025-06-10 09:49:51,9,31,tablet,UK,click_00077034,0.18
2025-06-10 09:07:37,9,42,mobile,IN,click_00005348,0.38
2025-06-10 21:18:10,1,27,tablet,US,click_00070737,0.05
2025-06-10 10:16:31,1,19,tablet,US,click_00027813,0.48
2025-06-10 23:10:03,10,46,mobile,CA,click_00064965,0.28
2025-06-10 10:58:30,10,21,tablet,US,click_00070034,0.27
2025-06-10 21:49:39,5,20,desktop,IN,click_00090307,0.39
2025-06-10 17:00:14,8,36,mobile,US,click_00046364,0.11
2025-06-10 00:05:13,6,36,mobile,DE,click_00051305,0.09
2025-06-10 22:33:13,1,28,tablet,IN,click_00008751,0.1
2025-06-10 15:19:26,2,15,desktop,IN,click_00015273,0.18
2025-06-10 20:32:41,2,39,desktop,US,click_00095291,0.33
2025-06-10 15:17:18,6,9,mobile,US,click_00099282,0.16
2025-06-10 00:24:09,5,30,desktop,DE,click_00093852,0.28
2025-06-10 00:46:29,8,35,tablet,US,click_00004535,0.24
2025-06-10 14:46:15,3,44,mobile,DE,click_00057611,0.25
2025-06-10 01:26:14,3,13,desktop,IN,click_00079252,0.32
2025-06-10 13:54:31,10,22,tablet,US,click_00017656,0.25
2025-06-10 08:50:06,9,21,mobile,IN,click_00099989,0.33
2025-06-10 10:34:05,9,9,mobile,US,click_00088204,0.09
2025-06-10 06:13:44,1,24,desktop,CA,click_00039993,0.07
2025-06-10 10:22:54,6,25,tablet,DE,click_00014493,0.44
2025-06-10 12:03:57,2,47,tablet,IN,click_00048880,0.45
2025-06-10 07:12:34,9,36,desktop,US,click_00073159,0.36
2025-06-10 18:08:38,6,37,mobile,UK,click_00057856,0.45
2025-06-10 21:32:38,10,44,desktop,UK,click_00052374,0.38
2025-06-10 02:39:46,9,19,tablet,UK,click_00083112,0.2
2025-06-10 09:50:11,1,19,mobile,CA,click_00070345,0.19
2025-06-10 01:03:19,8,6,desktop,US,click_00065775,0.14
2025-06-10 14:37:39,10,10,tablet,US,click_00098703,0.22
2025-06-10 22:20:01,3,39,desktop,CA,click_00073516,0.32
2025-06-10 11:21:47,9,40,mobile,DE,click_00075711,0.14
2025-06-10 13:37:27,1,37,desktop,DE,click_00043467,0.08
2025-06-10 07:53:25,5,9,mobile,CA,click_00060755,0.44
2025-06-10 14:38:33,6,44,tablet,US,click_00000605,0.37
2025-06-10 04:02:23,3,4,mobile,CA,click_00008767,0.11
2025-06-10 14:02:40,1,11,tablet,UK,click_00091985,0.23
2025-06-10 12:05:21,6,17,tablet,CA,click_00000699,0.38
2025-06-10 19:15:38,4,13,desktop,IN,click_00070886,0.05
2025-06-10 10:04:13,7,21,tablet,US,click_00076975,0.47
2025-06-10 16:59:21,5,3,tablet,CA,click_00084835,0.19
2025-06-10 06:37:10,1,6,mobile,IN,click_00028315,0.29
2025-06-10 21:03:34,4,5,mobile,US,click_00036816,0.36
2025-06-10 06:35:54,1,43,mobile,DE,click_00084348,0.12
2025-06-10 16:43:45,10,19,tablet,UK,click_00050309,0.35
2025-06-10 07:56:41,8,32,mobile,DE,click_00070620,0.5
2025-06-10 10:53:17,8,1,desktop,IN,click_00055737,0.46
2025-06-10 19:57:45,2,42,tablet,DE,click_00008796,0.11
2025-06-10 20:49:55,8,8,tablet,US,click_00053727,0.36
2025-06-10 10:43:00,5,19,mobile,UK,click_00064540,0.33
2025-06-10 09:41:03,1,45,desktop,DE,click_00034031,0.16
2025-06-10 09:29:02,3,42,mobile,CA,click_00099241,0.38
2025-06-10 15:00:42,8,15,mobile,UK,click_00009639,0.5
2025-06-10 21:05:09,9,23,tablet,US,click_00090061,0.24
2025-06-10 22:06:35,6,14,tablet,DE,click_00033287,0.26
2025-06-10 20:13:07,4,17,tablet,IN,click_00062988,0.5
2025-06-10 16:54:35,6,40,mobile,US,click_00024578,0.06
2025-06-10 04:22:09,4,37,desktop,US,click_00095938,0.29
2025-06-10 19:10:47,4,18,desktop,IN,click_00022464,0.19
2025-06-10 19:10:47,10,33,desktop,IN,click_00060133,0.48
2025-06-10 00:05:20,5,24,mobile,DE,click_00055474,0.48
2025-06-10 20:22:19,2,49,mobile,IN,click_00087648,0.22
2025-06-10 03:15:59,5,16,desktop,IN,click_00092829,0.09
2025-06-10 09:45:30,5,17,mobile,US,click_00059196,0.26
2025-06-10 23:36:14,1,46,tablet,UK,click_00006556,0.21
2025-06-10 21:16:25,7,7,mobile,UK,click_00076478,0.08
2025-06-10 12:40:36,8,23,desktop,IN,click_00025901,0.22
2025-06-10 16:18:28,3,7,desktop,DE,click_00010070,0.13
2025-06-10 08:27:11,2,49,tablet,US,click_00062396,0.29
2025-06-10 17:24:58,8,43,desktop,IN,click_00086639,0.46
2025-06-10 02:09:36,4,43,tablet,US,click_00029159,0.35
2025-06-10 04:30:25,6,23,desktop,US,click_00008012,0.27
2025-06-10 13:53:57,5,41,desktop,UK,click_00081434,0.37
2025-06-10 14:40:44,5,48,mobile,IN,click_00019496,0.31
2025-06-10 06:43:03,1,1,mobile,DE,click_00067087,0.42
2025-06-10 21:36:28,2,3,desktop,IN,click_00055097,0.34
2025-06-10 02:32:58,8,1,desktop,DE,click_00072661,0.46
2025-06-10 02:11:06,7,4,tablet,CA,click_00039644,0.49
2025-06-10 00:35:12,7,28,desktop,DE,click_00091735,0.15
2025-06-10 21:15:26,6,16,mobile,DE,click_00004811,0.48
2025-06-10 16:10:44,5,3,tablet,US,click_00066143,0.5
2025-06-10 02:48:38,6,17,desktop,UK,click_00054960,0.32
2025-06-10 21:36:27,9,23,desktop,US,click_00033609,0.45
2025-06-10 03:17:18,8,34,tablet,IN,click_00003604,0.28
2025-06-10 08:40:34,10,43,desktop,US,click_00025201,0.29
2025-06-10 11:45:15,5,42,desktop,DE,click_00020204,0.17
2025-06-10 01:57:42,2,21,mobile,DE,click_00047300,0.19
2025-06-10 10:41:12,5,6,mobile,IN,click_00052141,0.29
2025-06-10 17:54:17,9,24,mobile,US,click_00033213,0.16
2025-06-10 08:18:53,5,7,tablet,DE,click_00059669,0.15
2025-06-10 12:35:32,9,16,tablet,UK,click_00034506,0.45
2025-06-10 13:01:22,10,5,tablet,UK,click_00065368,0.48
2025-06-10 15:14:50,7,48,mobile,US,click_00065866,0.31
2025-06-10 12:30:29,10,8,mobile,DE,click_00002072,0.45
2025-06-10 11:57:54,5,10,desktop,DE,click_00098533,0.32
2025-06-10 10:02:57,6,8,tablet,CA,click_00006924,0.46
2025-06-10 04:06:58,5,36,desktop,DE,click_00029937,0.3
2025-06-10 10:46:58,1,48,desktop,UK,click_00081942,0.38
2025-06-10 10:55:50,5,28,tablet,DE,click_00028693,0.07
2025-06-10 14:22:26,6,13,tablet,US,click_00056658,0.32
2025-06-10 22:58:43,5,27,desktop,IN,click_00087187,0.06
2025-06-10 06:52:45,5,49,desktop,IN,click_00054722,0.09
2025-06-10 07:24:36,6,27,mobile,CA,click_00081366,0.27
2025-06-10 12:33:24,2,28,desktop,DE,click_00035258,0.42
2025-06-10 18:15:21,3,12,desktop,UK,click_00076001,0.09
2025-06-10 09:59:55,2,40,desktop,CA,click_00015544,0.35
2025-06-10 17:00:53,4,26,desktop,IN,click_00095274,0.14
2025-06-10 16:54:38,1,3,desktop,DE,click_00012370,0.48
2025-06-10 05:37:13,3,42,desktop,DE,click_00045920,0.15
2025-06-10 00:35:00,8,45,tablet,IN,click_00031379,0.16
2025-06-10 15:56:01,9,15,tablet,CA,click_00095318,0.5
2025-06-10 06:27:01,9,41,desktop,DE,click_00021571,0.44
2025-06-10 23:25:32,7,32,desktop,US,click_00045414,0.45
2025-06-10 20:26:10,9,16,mobile,UK,click_00030417,0.11
2025-06-10 06:40:35,1,8,desktop,IN,click_00057397,0.19
2025-06-10 02:40:01,1,24,desktop,UK,click_00069315,0.29
2025-06-10 18:04:56,6,37,mobile,CA,click_00015962,0.32
2025-06-10 08:34:35,5,5,mobile,CA,click_00051206,0.48
2025-06-10 14:34:41,1,40,mobile,CA,click_00026927,0.44
2025-06-10 05:12:54,8,32,mobile,CA,click_00093743,0.16
2025-06-10 12:48:07,7,43,tablet,IN,click_00098233,0.47
2025-06-10 06:10:48,8,41,tablet,UK,click_00017401,0.13
2025-06-10 00:08:35,7,1,mobile,CA,click_00042273,0.16
2025-06-10 12:43:28,9,48,mobile,IN,click_00078908,0.32
2025-06-10 13:41:25,8,25,desktop,US,click_00068620,0.19
2025-06-10 04:59:20,4,24,desktop,IN,click_00076072,0.35
2025-06-10 08:20:22,6,41,mobile,CA,click_00094930,0.44
2025-06-10 13:58:43,6,13,mobile,UK,click_00040467,0.18
2025-06-10 08:56:26,3,21,mobile,CA,click_00042414,0.37
2025-06-10 10:53:54,1,23,desktop,IN,click_00020431,0.31
2025-06-10 21:25:04,8,50,tablet,UK,click_00015574,0.45
2025-06-10 11:40:16,8,17,tablet,CA,click_00005565,0.33
2025-06-10 07:02:24,8,22,mobile,CA,click_00055913,0.08
2025-06-10 10:33:39,3,50,tablet,IN,click_00007453,0.44
2025-06-10 02:38:25,2,43,tablet,DE,click_00060948,0.2
2025-06-10 18:19:37,3,40,tablet,US,click_00088529,0.05
2025-06-10 19:42:29,9,2,desktop,DE,click_00025844,0.15
2025-06-10 02:42:20,4,6,tablet,US,click_00026530,0.49
2025-06-10 06:45:14,10,21,tablet,IN,click_00067927,0.28
2025-06-10 18:47:18,8,29,desktop,CA,click_00033989,0.47
2025-06-10 07:48:42,10,25,tablet,US,click_00065494,0.16
2025-06-10 21:50:00,4,23,tablet,US,click_00039410,0.44
2025-06-10 03:00:14,7,12,desktop,UK,click_00065524,0.21
2025-06-10 12:18:35,2,10,mobile,UK,click_00052284,0.43
2025-06-10 04:43:06,9,46,desktop,UK,click_00033705,0.41
2025-06-10 06:34:16,9,31,desktop,US,click_00042715,0.48
2025-06-10 01:52:06,5,8,desktop,UK,click_00078021,0.42
2025-06-10 06:47:19,10,4,mobile,CA,click_00016290,0.4
2025-06-10 04:21:49,7,30,mobile,DE,click_00090565,0.35
2025-06-10 19:23:04,10,44,mobile,IN,click_00024671,0.06
2025-06-10 13:39:11,6,41,desktop,IN,click_00075664,0.27
2025-06-10 07:51:48,6,37,tablet,IN,click_00064505,0.14
2025-06-10 01:59:58,5,15,tablet,CA,click_00089687,0.15
2025-06-10 06:07:03,2,21,desktop,DE,click_00041965,0.23
2025-06-10 12:41:21,10,44,mobile,IN,click_00092561,0.11
2025-06-10 08:10:27,10,35,tablet,IN,click_00024818,0.39
2025-06-10 15:16:31,3,26,tablet,CA,click_00018086,0.32
2025-06-10 11:27:52,8,28,tablet,IN,click_00033096,0.11
2025-06-10 02:12:32,2,41,mobile,IN,click_00026227,0.22
2025-06-10 04:32:04,7,19,desktop,US,click_00083126,0.28
2025-06-10 18:40:27,8,21,mobile,CA,click_00054807,0.09
2025-06-10 20:18:25,5,24,desktop,UK,click_00035965,0.37
2025-06-10 17:27:44,2,20,mobile,US,click_00087584,0.39
2025-06-10 21:46:07,5,4,tablet,UK,click_00079180,0.09
2025-06-10 07:45:22,6,16,mobile,UK,click_00040103,0.09
2025-06-10 22:40:30,2,24,mobile,US,click_00058715,0.12
2025-06-10 00:31:08,2,34,tablet,US,click_00084871,0.16
2025-06-10 20:56:59,10,49,tablet,DE,click_00071458,0.07
2025-06-10 02:00:57,3,36,desktop,IN,click_00016730,0.45
2025-06-10 11:02:41,2,16,desktop,DE,click_00042025,0.15
2025-06-10 20:22:26,10,43,desktop,CA,click_00037942,0.15
2025-06-10 01:55:08,7,44,desktop,US,click_00065609,0.29
2025-06-10 21:11:34,5,13,desktop,UK,click_00087149,0.36
2025-06-10 10:08:02,9,50,mobile,IN,click_00086085,0.28
2025-06-10 18:23:48,3,7,desktop,DE,click_00091512,0.09
2025-06-10 00:11:11,3,29,tablet,CA,click_00050456,0.47
2025-06-10 22:26:34,9,27,mobile,US,click_00008933,0.43
2025-06-10 21:58:51,7,37,tablet,IN,click_00044360,0.31
2025-06-10 20:47:52,7,22,desktop,DE,click_00007024,0.28
2025-06-10 15:34:43,9,34,mobile,US,click_00063658,0.2
2025-06-10 16:21:34,5,29,desktop,US,click_00086286,0.19
2025-06-10 06:50:35,6,10,mobile,US,click_00052038,0.38
2025-06-10 20:24:34,1,38,desktop,CA,click_00001403,0.43
2025-06-10 20:27:51,4,47,tablet,CA,click_00095976,0.35
2025-06-10 02:36:32,8,30,desktop,DE,click_00024410,0.32
2025-06-10 04:01:18,2,5,desktop,DE,click_00088374,0.49
2025-06-10 08:05:05,9,37,desktop,CA,click_00013713,0.25
2025-06-10 03:15:22,4,2,desktop,IN,click_00021357,0.45
2025-06-10 19:19:03,10,31,mobile,DE,click_00080669,0.22
2025-06-10 23:28:08,3,3,mobile,DE,click_00027782,0.13
2025-06-10 06:45:56,6,17,mobile,CA,click_00011093,0.16
2025-06-10 07:26:37,3,50,mobile,CA,click_00068333,0.13
2025-06-10 03:19:25,2,43,mobile,DE,click_00054010,0.2
2025-06-10 10:56:04,1,38,tablet,UK,click_00047469,0.32
2025-06-10 10:24:45,7,12,tablet,DE,click_00032145,0.24
2025-06-10 10:10:25,6,8,desktop,IN,click_00041755,0.37
2025-06-10 12:31:12,1,31,mobile,IN,click_00099292,0.22
2025-06-10 19:39:37,6,28,tablet,IN,click_00098167,0.13
2025-06-10 06:54:23,6,24,desktop,DE,click_00059437,0.4
2025-06-10 07:45:15,10,20,desktop,IN,click_00002436,0.42
2025-06-10 02:45:08,8,11,desktop,DE,click_00088152,0.27
2025-06-10 16:06:53,1,7,desktop,US,click_00026158,0.46
2025-06-10 07:20:35,1,21,mobile,CA,click_00072785,0.29
2025-06-10 01:16:25,9,48,mobile,US,click_00057063,0.3
2025-06-10 16:36:19,4,19,tablet,DE,click_00092229,0.31
2025-06-10 08:54:22,6,18,desktop,US,click_00005574,0.41
2025-06-10 06:52:29,8,38,mobile,US,click_00044164,0.12
2025-06-10 07:52:14,6,40,mobile,DE,click_00023227,0.47
2025-06-10 14:56:20,8,2,mobile,UK,click_00070962,0.3
2025-06-10 05:34:44,9,45,mobile,US,click_00017374,0.14
2025-06-10 07:41:08,2,18,tablet,CA,click_00091041,0.29
2025-06-10 23:26:31,9,17,tablet,US,click_00054084,0.46
2025-06-10 04:43:14,10,43,tablet,DE,click_00095112,0.12
2025-06-10 06:23:37,6,46,desktop,IN,click_00057260,0.49
2025-06-10 01:04:57,3,34,tablet,IN,click_00074765,0.29
2025-06-10 14:29:24,8,38,mobile,IN,click_00067695,0.13
2025-06-10 13:42:07,10,40,desktop,UK,click_00014105,0.5
2025-06-10 03:06:20,5,37,tablet,US,click_00009788,0.28
2025-06-10 20:46:39,10,46,desktop,IN,click_00088465,0.21
2025-06-10 12:30:58,7,46,tablet,CA,click_00047419,0.43
2025-06-10 02:55:54,5,7,desktop,IN,click_00019755,0.07
2025-06-10 12:17:46,1,17,tablet,DE,click_00044662,0.11
2025-06-10 18:33:31,1,20,mobile,DE,click_00075507,0.23
2025-06-10 07:04:31,9,10,desktop,CA,click_00009255,0.25
2025-06-10 19:53:11,2,25,desktop,CA,click_00015753,0.14
2025-06-10 15:26:22,1,11,desktop,IN,click_00012697,0.07
2025-06-10 04:45:19,2,28,tablet,DE,click_00032587,0.49
2025-06-10 13:45:27,2,35,tablet,UK,click_00029127,0.24
2025-06-10 16:27:07,1,32,tablet,CA,click_00039029,0.27
2025-06-10 02:07:41,10,31,mobile,CA,click_00021675,0.16
2025-06-10 23:06:41,5,48,desktop,DE,click_00027239,0.18
2025-06-10 11:26:47,7,25,tablet,UK,click_00013213,0.18
2025-06-10 02:42:43,4,18,tablet,CA,click_00006408,0.42
2025-06-10 04:13:49,3,19,desktop,CA,click_00082417,0.42
2025-06-10 12:38:28,7,45,mobile,US,click_00010676,0.49
2025-06-10 04:59:04,7,25,desktop,IN,click_00049672,0.24
2025-06-10 22:06:46,7,27,mobile,IN,click_00032769,0.14
2025-06-10 06:18:51,4,39,tablet,US,click_00028456,0.12
2025-06-10 16:14:55,1,28,mobile,US,click_00013663,0.38
2025-06-10 11:29:29,2,8,desktop,DE,click_00050938,0.16
2025-06-10 14:32:20,6,37,desktop,UK,click_00066461,0.23
2025-06-10 06:26:07,5,50,tablet,CA,click_00013666,0.08
2025-06-10 13:50:31,2,42,mobile,UK,click_00033612,0.48
2025-06-10 14:20:39,9,26,mobile,US,click_00032251,0.1
2025-06-10 18:05:06,2,15,mobile,DE,click_00091369,0.28
2025-06-10 23:09:11,1,9,tablet,US,click_00009200,0.43
2025-06-10 10:45:22,1,18,mobile,IN,click_00051392,0.24
2025-06-10 13:05:53,1,43,mobile,DE,click_00030730,0.31
2025-06-10 01:11:33,10,45,mobile,US,click_00086371,0.27
2025-06-10 09:56:48,8,30,tablet,DE,click_00052018,0.46
2025-06-10 03:28:04,10,32,tablet,CA,click_00077980,0.31
2025-06-10 06:48:04,8,38,desktop,IN,click_00091523,0.38
2025-06-10 02:40:16,1,33,mobile,US,click_00054468,0.09
2025-06-10 20:29:02,10,40,tablet,DE,click_00054652,0.3
2025-06-10 04:45:05,3,39,tablet,UK,click_00074087,0.26
2025-06-10 11:54:05,10,27,desktop,IN,click_00085444,0.07
2025-06-10 18:15:01,3,28,mobile,US,click_00070694,0.23
2025-06-10 13:36:13,1,45,tablet,US,click_00009365,0.49
2025-06-10 00:47:36,7,34,mobile,US,click_00092517,0.44
2025-06-10 18:33:10,2,29,tablet,US,click_00041175,0.15
2025-06-10 10:41:59,8,37,tablet,US,click_00078087,0.05
2025-06-10 12:43:21,6,8,desktop,UK,click_00050300,0.12
2025-06-10 08:06:43,5,39,tablet,US,click_00050205,0.13
2025-06-10 01:38:03,3,23,desktop,IN,click_00033454,0.1
2025-06-10 22:18:00,4,41,tablet,US,click_00066612,0.06
2025-06-10 05:24:57,1,14,mobile,UK,click_00078565,0.21
2025-06-10 15:25:49,9,34,tablet,DE,click_00014008,0.31
2025-06-10 14:18:36,6,15,mobile,IN,click_00018813,0.23
2025-06-10 19:54:30,3,18,mobile,CA,click_00066577,0.45
2025-06-10 05:54:12,8,28,desktop,IN,click_00018506,0.15
2025-06-10 01:46:37,1,21,mobile,CA,click_00083160,0.19
2025-06-10 06:17:12,5,15,tablet,IN,click_00055841,0.1
2025-06-10 21:56:47,1,40,desktop,CA,click_00067583,0.22
2025-06-10 22:16:09,5,50,desktop,CA,click_00021515,0.07
2025-06-10 05:55:10,4,20,mobile,CA,click_00064924,0.43
2025-06-10 00:30:18,8,35,desktop,US,click_00067105,0.21
2025-06-10 07:33:30,5,45,desktop,IN,click_00076353,0.44
2025-06-10 19:44:02,3,33,tablet,US,click_00011373,0.09
2025-06-10 12:07:07,8,40,desktop,DE,click_00022349,0.07
2025-06-10 12:42:52,3,44,mobile,US,click_00046626,0.35
2025-06-10 18:57:13,5,41,desktop,DE,click_00014967,0.11
2025-06-10 05:44:02,2,4,mobile,US,click_00077156,0.1
2025-06-10 14:36:04,7,47,desktop,IN,click_00038131,0.32
2025-06-10 16:01:48,5,10,desktop,UK,click_00002963,0.07
2025-06-10 14:23:14,4,26,tablet,IN,click_00007464,0.36
2025-06-10 11:26:31,5,26,desktop,UK,click_00083402,0.05
2025-06-10 19:04:10,1,3,mobile,DE,click_00012388,0.33
2025-06-10 15:41:10,1,40,tablet,US,click_00006367,0.3
2025-06-10 21:31:09,8,42,desktop,US,click_00028587,0.17
2025-06-10 05:08:07,1,7,desktop,IN,click_00081827,0.3
2025-06-10 19:37:11,8,22,mobile,CA,click_00064989,0.2
2025-06-10 11:17:38,4,34,tablet,UK,click_00029785,0.3
2025-06-10 23:22:21,4,47,tablet,UK,click_00080780,0.15
2025-06-10 15:28:02,10,22,desktop,IN,click_00006000,0.26
2025-06-10 11:50:11,5,48,desktop,IN,click_00094378,0.29
2025-06-10 05:35:01,2,46,desktop,UK,click_00033075,0.36
2025-06-10 07:53:26,1,36,desktop,CA,click_00066353,0.07
2025-06-10 11:48:12,1,10,desktop,US,click_00006379,0.5
2025-06-10 12:38:03,3,11,mobile,US,click_00091306,0.1
2025-06-10 23:37:55,7,27,mobile,CA,click_00026074,0.27
2025-06-10 15:58:10,8,24,tablet,DE,click_00020752,0.3
2025-06-10 14:33:50,10,33,tablet,CA,click_00047261,0.09
2025-06-10 10:12:13,1,18,desktop,DE,click_00023281,0.27
2025-06-10 08:22:29,1,12,tablet,DE,click_00052696,0.08
2025-06-10 21:53:37,4,24,mobile,UK,click_00059692,0.47
2025-06-10 18:26:38,4,20,desktop,IN,click_00087525,0.22
2025-06-10 14:36:51,4,3,tablet,US,click_00031687,0.11
2025-06-10 09:46:41,8,41,desktop,DE,click_00014209,0.46
2025-06-10 18:07:05,3,49,desktop,UK,click_00053245,0.41
2025-06-10 00:17:28,1,31,mobile,DE,click_00073022,0.48
2025-06-10 04:00:20,3,27,tablet,UK,click_00057111,0.34
2025-06-10 00:11:46,6,22,tablet,UK,click_00077601,0.47
2025-06-10 22:38:36,7,49,mobile,CA,click_00041708,0.43
2025-06-10 06:46:03,4,19,tablet,UK,click_00098279,0.37
2025-06-10 11:37:12,1,36,mobile,US,click_00057122,0.16
2025-06-10 21:25:25,8,21,mobile,IN,click_00064940,0.06
2025-06-10 11:46:41,7,32,mobile,IN,click_00061737,0.19
2025-06-10 18:30:37,4,38,desktop,DE,click_00060481,0.32
2025-06-10 08:00:29,7,17,desktop,IN,click_00073544,0.36
2025-06-10 00:27:47,5,43,mobile,DE,click_00033110,0.45
2025-06-10 20:15:40,7,18,desktop,CA,click_00029875,0.12
2025-06-10 09:02:14,1,37,tablet,DE,click_00024014,0.21
2025-06-10 13:47:47,4,25,mobile,UK,click_00019625,0.32
2025-06-10 17:56:53,1,3,desktop,IN,click_00095782,0.15
2025-06-10 18:03:44,9,16,mobile,UK,click_00009192,0.49
2025-06-10 07:18:50,7,14,mobile,IN,click_00069214,0.21
2025-06-10 02:55:47,10,6,mobile,CA,click_00018545,0.37
2025-06-10 04:12:40,10,10,tablet,CA,click_00090131,0.22
2025-06-10 17:20:39,3,6,tablet,IN,click_00059608,0.35
2025-06-10 19:50:24,5,24,tablet,UK,click_00066811,0.21
2025-06-10 17:29:37,7,36,mobile,US,click_00005857,0.3
2025-06-10 11:39:25,2,43,mobile,US,click_00056446,0.43
2025-06-10 08:28:00,5,5,tablet,IN,click_00029122,0.05
2025-06-10 22:13:13,3,39,desktop,CA,click_00086680,0.25
2025-06-10 11:40:46,3,19,tablet,US,click_00092255,0.31
2025-06-10 21:26:53,1,50,mobile,US,click_00070477,0.3
2025-06-10 20:34:00,8,8,tablet,IN,click_00012178,0.34
2025-06-10 14:33:12,7,40,mobile,US,click_00083778,0.31
2025-06-10 14:00:24,3,47,mobile,UK,click_00099803,0.17
2025-06-10 13:06:16,2,6,mobile,UK,click_00066864,0.32
2025-06-10 14:34:10,3,4,desktop,US,click_00015251,0.34
2025-06-10 03:40:33,5,10,tablet,US,click_00055315,0.1
2025-06-10 04:54:06,3,48,desktop,UK,click_00048991,0.28
2025-06-10 06:50:30,4,6,desktop,IN,click_00051071,0.36
2025-06-10 23:01:59,2,30,desktop,US,click_00061650,0.44
2025-06-10 13:43:50,8,23,desktop,DE,click_00025036,0.09
2025-06-10 11:00:13,1,25,mobile,UK,click_00098200,0.26
2025-06-10 17:19:40,5,37,desktop,UK,click_00079232,0.4
2025-06-10 14:19:21,3,47,desktop,IN,click_00076825,0.34
2025-06-10 19:07:23,8,24,desktop,CA,click_00090427,0.3
2025-06-10 13:21:05,7,6,tablet,IN,click_00038810,0.25
2025-06-10 10:54:52,7,32,mobile,DE,click_00005470,0.44
2025-06-10 20:25:40,9,15,tablet,CA,click_00066114,0.13
2025-06-10 14:53:23,7,12,desktop,CA,click_00083685,0.21
