timestamp,click_id,revenue
2025-06-10 22:46:10,click_00083021,0.46
2025-06-10 02:18:26,click_00059820,0.48
2025-06-10 00:45:07,click_00079344,0.14
2025-06-10 08:15:57,click_00003299,0.24
2025-06-10 17:22:42,click_00085021,0.93
2025-06-10 23:54:04,click_00057429,0.49
2025-06-10 04:06:15,click_00014002,0.62
2025-06-10 01:29:44,click_00045752,0.74
2025-06-10 09:08:34,click_00055690,0.63
2025-06-10 23:58:59,click_00023739,0.23
2025-06-10 14:28:46,click_00062016,0.52
2025-06-10 10:17:50,click_00016621,0.95
2025-06-10 15:12:04,click_00086972,0.97
2025-06-10 01:05:07,click_00091928,0.87
2025-06-10 14:06:45,click_00004768,0.89
2025-06-10 17:29:35,click_00029804,0.15
2025-06-10 10:09:07,click_00075232,0.16
2025-06-10 10:56:21,click_00034278,0.9
2025-06-10 06:54:04,click_00028332,0.42
2025-06-10 00:08:49,click_00055474,0.71
2025-06-10 07:57:02,click_00020308,0.66
2025-06-10 02:32:19,click_00086450,0.12
2025-06-10 00:35:59,click_00050236,0.57
2025-06-10 20:49:18,click_00057308,0.98
2025-06-10 21:14:03,click_00080117,0.74
2025-06-10 03:35:29,click_00023097,0.26
2025-06-10 21:41:10,click_00020152,0.83
2025-06-10 23:15:41,click_00056812,0.5
2025-06-10 10:43:53,click_00076999,0.67
2025-06-10 01:41:05,click_00038089,0.24
2025-06-10 18:01:00,click_00095785,0.96
2025-06-10 13:11:28,click_00037451,0.59
2025-06-10 01:01:05,click_00092289,0.93
2025-06-10 21:58:52,click_00054522,0.12
2025-06-10 16:47:13,click_00005061,0.61
2025-06-10 03:23:44,click_00052573,0.92
2025-06-10 20:32:45,click_00066333,0.81
2025-06-10 18:12:45,click_00070231,0.28
2025-06-10 05:23:18,click_00090509,0.97
2025-06-10 07:02:45,click_00073451,0.27
2025-06-10 20:40:59,click_00002962,0.56
2025-06-10 09:50:02,click_00044690,0.86
2025-06-10 12:42:30,click_00047673,0.98
2025-06-10 11:48:42,click_00061737,0.63
2025-06-10 00:52:39,click_00009635,0.85
2025-06-10 20:18:07,click_00073974,0.5
2025-06-10 21:41:32,click_00014116,0.69
2025-06-10 06:15:32,click_00093485,0.54
2025-06-10 16:13:48,click_00076660,0.93
2025-06-10 11:45:16,click_00099044,0.65
2025-06-10 00:23:28,click_00003518,0.95
2025-06-10 10:53:30,click_00048490,0.21
2025-06-10 05:33:19,click_00017837,1.0
2025-06-10 01:37:46,click_00094733,0.63
2025-06-10 01:39:11,click_00007384,0.81
2025-06-10 23:37:58,click_00008530,0.14
2025-06-10 16:11:43,click_00032755,0.99
2025-06-10 14:11:19,click_00040023,0.62
2025-06-10 10:54:21,click_00082772,0.23
2025-06-10 16:58:45,click_00079954,0.62
2025-06-10 11:17:42,click_00009562,0.38
2025-06-10 12:19:58,click_00095790,0.77
2025-06-10 11:45:50,click_00020204,0.59
2025-06-10 16:23:59,click_00040533,0.49
2025-06-10 04:21:49,click_00099270,0.7
2025-06-10 09:06:44,click_00018831,0.12
2025-06-10 07:01:50,click_00080670,0.18
2025-06-10 08:30:17,click_00090964,0.51
2025-06-10 06:01:41,click_00060471,0.35
2025-06-10 12:45:28,click_00046626,0.92
2025-06-10 10:03:16,click_00022820,0.62
2025-06-10 15:02:32,click_00085691,0.56
2025-06-10 08:05:25,click_00040601,0.34
2025-06-10 21:08:04,click_00036816,0.96
2025-06-10 12:32:47,click_00026069,0.63
2025-06-10 19:07:54,click_00041938,0.94
2025-06-10 03:45:30,click_00077558,0.37
2025-06-10 15:22:58,click_00003641,0.39
2025-06-10 08:35:58,click_00022017,0.75
2025-06-10 14:29:06,click_00075051,0.36
2025-06-10 14:34:18,click_00084563,0.93
2025-06-10 12:16:02,click_00011183,0.86
2025-06-10 11:33:57,click_00018003,0.65
2025-06-10 12:18:38,click_00087355,0.43
2025-06-10 23:43:16,click_00040807,0.89
2025-06-10 20:27:52,click_00022892,0.89
2025-06-10 10:03:55,click_00077613,0.24
2025-06-10 10:06:17,click_00070316,0.19
2025-06-10 06:16:29,click_00045205,0.15
2025-06-10 00:46:39,click_00045591,0.36
2025-06-10 19:49:09,click_00075377,0.25
2025-06-10 00:24:53,click_00067147,0.62
2025-06-10 14:18:48,click_00080902,0.25
2025-06-10 22:34:07,click_00077687,0.75
2025-06-10 23:06:29,click_00075222,0.94
2025-06-10 12:53:18,click_00037082,0.68
2025-06-10 11:14:39,click_00047828,0.19
2025-06-10 09:00:41,click_00095688,0.82
2025-06-10 17:54:24,click_00045730,0.32
2025-06-10 02:39:57,click_00039445,0.98
2025-06-10 12:41:35,click_00085860,0.99
2025-06-10 16:42:27,click_00032995,0.68
2025-06-10 21:31:10,click_00066674,0.77
2025-06-10 12:00:26,click_00029522,0.19
2025-06-10 18:19:03,click_00021010,0.9
2025-06-10 04:22:56,click_00034731,0.88
2025-06-10 01:27:03,click_00043127,0.34
2025-06-10 16:58:54,click_00068030,0.72
2025-06-10 17:02:09,click_00032081,0.35
2025-06-10 05:07:50,click_00047110,0.24
2025-06-10 10:03:36,click_00064348,0.14
2025-06-10 09:23:26,click_00008246,0.55
2025-06-10 03:55:27,click_00018628,0.99
2025-06-10 18:06:32,click_00053485,0.64
2025-06-10 09:59:06,click_00040340,0.21
2025-06-10 02:51:34,click_00023762,0.24
2025-06-10 12:35:13,click_00014084,0.73
2025-06-10 17:06:19,click_00009461,0.96
2025-06-11 00:02:23,click_00002038,0.23
2025-06-10 12:45:38,click_00010676,0.39
2025-06-10 13:54:42,click_00094656,0.2
2025-06-10 00:10:20,click_00045896,0.96
2025-06-10 23:10:31,click_00000184,0.44
2025-06-10 23:47:31,click_00087048,0.67
2025-06-10 19:02:48,click_00061138,0.37
2025-06-10 05:19:55,click_00089235,0.44
2025-06-10 03:10:38,click_00045203,0.2
2025-06-10 00:22:05,click_00020778,0.76
2025-06-10 18:00:25,click_00042474,0.74
2025-06-10 22:37:06,click_00001194,0.71
2025-06-10 03:15:17,click_00034141,0.97
2025-06-10 10:29:12,click_00003390,0.87
2025-06-10 20:38:50,click_00056796,0.43
2025-06-10 20:31:37,click_00066114,0.62
2025-06-10 01:22:43,click_00057063,0.65
2025-06-10 17:35:43,click_00021037,0.74
2025-06-10 12:07:05,click_00085379,0.16
2025-06-10 14:31:57,click_00035904,0.56
2025-06-10 16:26:09,click_00010872,0.56
2025-06-10 16:54:17,click_00086848,0.84
2025-06-10 19:38:37,click_00010548,0.68
2025-06-10 07:40:10,click_00082101,0.25
2025-06-10 05:08:52,click_00056996,0.37
2025-06-10 02:13:43,click_00062526,0.54
2025-06-10 17:52:57,click_00090707,0.85
2025-06-10 15:15:37,click_00050444,0.78
2025-06-10 00:38:40,click_00027097,0.42
2025-06-10 01:20:13,click_00020483,0.52
2025-06-10 08:20:53,click_00051123,0.88
2025-06-10 14:37:49,click_00061872,0.62
2025-06-10 01:53:27,click_00037475,0.55
2025-06-10 09:19:28,click_00034535,0.89
2025-06-10 04:33:50,click_00032131,0.32
2025-06-10 03:20:59,click_00094461,0.37
2025-06-10 01:39:01,click_00086861,0.52
2025-06-10 09:32:34,click_00052969,0.61
2025-06-10 03:14:29,click_00021758,0.25
2025-06-10 23:27:35,click_00041125,0.4
2025-06-10 12:34:22,click_00008858,0.46
2025-06-10 01:54:10,click_00090269,0.97
2025-06-10 08:40:01,click_00011106,0.54
2025-06-10 12:19:36,click_00040877,0.41
2025-06-10 21:37:02,click_00082895,0.74
2025-06-10 11:00:44,click_00010652,0.32
2025-06-10 20:01:49,click_00093660,0.45
2025-06-10 08:19:22,click_00014792,0.77
2025-06-10 17:02:55,click_00073676,0.65
2025-06-10 04:33:33,click_00067358,0.89
2025-06-10 10:22:48,click_00051397,0.46
2025-06-10 12:25:15,click_00043975,0.92
2025-06-10 11:46:33,click_00015289,0.85
2025-06-10 14:24:31,click_00010373,0.25
2025-06-10 22:44:24,click_00091159,0.68
2025-06-10 17:18:05,click_00012611,0.93
2025-06-10 08:28:26,click_00029122,0.21
2025-06-10 09:47:15,click_00007338,0.64
2025-06-10 10:01:15,click_00011284,0.14
2025-06-10 13:18:33,click_00008234,0.95
2025-06-10 11:44:31,click_00002646,0.93
2025-06-10 23:37:06,click_00046224,0.29
2025-06-10 07:09:47,click_00085626,0.78
2025-06-10 22:59:37,click_00075669,0.4
2025-06-10 06:00:58,click_00049813,0.89
2025-06-10 15:28:14,click_00012697,0.28
2025-06-10 06:53:13,click_00052038,0.37
2025-06-10 22:10:25,click_00030766,0.5
2025-06-10 10:30:57,click_00090150,0.23
2025-06-10 16:52:37,click_00055204,0.52
2025-06-10 16:32:31,click_00096984,0.32
2025-06-10 03:14:26,click_00039079,0.58
2025-06-10 07:53:19,click_00005206,0.82
2025-06-10 19:39:55,click_00055154,0.68
2025-06-10 20:01:02,click_00039447,0.6
2025-06-10 21:13:36,click_00065828,0.97
2025-06-10 12:11:39,click_00006656,0.11
2025-06-10 06:16:26,click_00061541,0.59
2025-06-10 15:15:29,click_00084642,0.91
2025-06-10 19:48:12,click_00050229,0.23
2025-06-10 10:14:38,click_00005671,0.99
2025-06-10 22:34:42,click_00070635,0.53
2025-06-10 04:31:17,click_00023412,0.42
2025-06-10 12:56:28,click_00079452,0.35
2025-06-10 12:50:14,click_00045631,0.44
2025-06-10 18:44:23,click_00049657,0.74
2025-06-10 05:38:16,click_00070302,0.58
2025-06-10 03:36:43,click_00013882,0.61
2025-06-10 19:52:55,click_00048604,0.36
2025-06-10 18:32:32,click_00059613,0.25
2025-06-10 05:37:54,click_00006420,0.5
2025-06-10 01:34:51,click_00013309,0.69
2025-06-10 15:54:51,click_00091012,0.14
2025-06-10 18:32:30,click_00078799,0.39
2025-06-10 08:20:24,click_00004003,0.15
2025-06-10 03:22:00,click_00052568,0.19
2025-06-10 13:59:55,click_00095516,0.7
2025-06-10 18:45:45,click_00044210,0.65
2025-06-10 02:16:38,click_00080225,0.96
2025-06-10 13:49:57,click_00025036,0.58
2025-06-10 01:25:01,click_00056424,0.8
2025-06-10 05:16:58,click_00043411,0.81
2025-06-10 22:48:37,click_00089708,0.82
2025-06-10 00:47:59,click_00021744,0.71
2025-06-10 20:14:48,click_00097483,0.19
2025-06-10 13:40:31,click_00023624,0.94
2025-06-10 23:23:54,click_00080780,0.92
2025-06-10 00:54:51,click_00065941,0.63
2025-06-10 04:44:17,click_00057578,0.9
2025-06-10 11:29:50,click_00048182,0.21
2025-06-10 05:02:11,click_00064893,0.12
2025-06-10 03:56:53,click_00068668,0.68
2025-06-10 01:12:09,click_00049789,0.75
2025-06-10 12:00:28,click_00021390,0.82
2025-06-10 20:16:13,click_00029875,0.9
2025-06-10 17:43:05,click_00024488,0.88
2025-06-10 18:24:18,click_00096445,0.54
2025-06-10 04:43:42,click_00010762,0.74
2025-06-10 16:50:07,click_00055573,0.14
2025-06-10 12:28:02,click_00006290,0.74
2025-06-10 06:07:11,click_00036050,0.95
2025-06-10 00:45:40,click_00042128,0.67
2025-06-10 14:48:30,click_00007203,0.65
2025-06-10 04:41:33,click_00087324,0.39
2025-06-10 04:04:51,click_00056732,0.7
2025-06-10 11:00:10,click_00060007,0.81
2025-06-10 10:58:09,click_00087589,0.53
2025-06-10 14:18:03,click_00092742,0.85
2025-06-10 20:49:37,click_00093074,0.22
2025-06-10 01:03:49,click_00002145,0.16
2025-06-10 00:50:36,click_00073533,0.27
2025-06-10 03:29:45,click_00041881,0.12
2025-06-10 10:45:11,click_00042527,0.79
2025-06-10 10:56:35,click_00026665,0.36
2025-06-10 20:39:21,click_00028356,0.12
2025-06-10 04:48:36,click_00046990,0.66
2025-06-10 20:19:14,click_00032214,0.66
2025-06-10 18:02:42,click_00095782,0.31
2025-06-10 17:25:09,click_00057036,0.99
2025-06-10 10:10:05,click_00086155,0.71
2025-06-10 22:47:09,click_00047015,0.22
2025-06-10 21:06:48,click_00043498,0.91
2025-06-10 14:31:44,click_00067106,0.26
2025-06-10 14:08:08,click_00041061,0.16
2025-06-10 21:28:38,click_00091261,0.38
2025-06-10 13:57:13,click_00078295,0.6
2025-06-10 12:43:43,click_00056154,0.81
2025-06-10 04:04:59,click_00022113,0.45
2025-06-10 21:31:09,click_00086821,0.5
2025-06-10 06:37:08,click_00075524,0.31
2025-06-10 07:18:08,click_00073159,0.14
2025-06-10 10:40:47,click_00060269,0.68
2025-06-10 10:08:34,click_00006987,0.24
2025-06-10 10:42:13,click_00061772,0.86
2025-06-10 13:34:34,click_00080433,0.45
2025-06-10 11:34:18,click_00014695,0.32
2025-06-10 06:16:55,click_00046219,0.87
2025-06-10 16:36:12,click_00020030,0.69
2025-06-10 05:33:10,click_00029612,0.17
2025-06-10 09:10:31,click_00091628,0.81
2025-06-10 17:03:40,click_00037081,0.56
2025-06-10 19:40:28,click_00059676,0.66
2025-06-10 01:05:58,click_00025924,0.13
2025-06-10 21:10:05,click_00020379,0.16
2025-06-10 19:55:51,click_00064833,0.9
2025-06-10 03:05:46,click_00028041,0.79
2025-06-10 21:38:12,click_00055097,0.38
2025-06-10 04:33:19,click_00053327,0.69
2025-06-10 12:50:39,click_00070456,0.26
2025-06-10 22:45:56,click_00024937,0.17
2025-06-10 05:45:48,click_00089342,0.37
2025-06-10 02:30:34,click_00064907,0.34
2025-06-10 01:31:27,click_00080861,0.9
2025-06-10 07:18:28,click_00090630,0.69
2025-06-10 21:24:33,click_00096934,0.35
2025-06-10 03:17:31,click_00063761,0.13
2025-06-10 08:03:14,click_00025736,0.84
2025-06-10 16:54:56,click_00079235,0.34
2025-06-10 17:01:32,click_00046364,0.77
2025-06-10 15:55:22,click_00047328,0.3
2025-06-10 04:03:16,click_00018032,0.24
2025-06-10 20:03:29,click_00042492,0.82
2025-06-10 00:21:35,click_00063632,0.9
2025-06-10 15:40:24,click_00007234,0.27
2025-06-10 22:40:07,click_00061359,0.14
2025-06-10 03:58:18,click_00033676,0.95
2025-06-10 01:50:14,click_00060442,0.39
2025-06-10 04:35:29,click_00084444,0.3
2025-06-10 01:39:06,click_00085968,0.4
2025-06-10 22:49:24,click_00031732,0.1
2025-06-10 14:09:32,click_00045968,0.94
2025-06-10 19:46:51,click_00043007,0.47
2025-06-10 11:58:08,click_00098533,0.56
2025-06-10 23:01:57,click_00011084,0.87
2025-06-10 08:41:26,click_00078569,0.83
2025-06-10 19:56:34,click_00046198,0.93
2025-06-10 17:56:06,click_00086167,0.81
2025-06-10 08:29:16,click_00012633,0.51
2025-06-10 19:15:32,click_00078880,0.79
2025-06-10 22:36:15,click_00001191,0.55
2025-06-10 23:36:39,click_00043830,0.37
2025-06-10 06:05:07,click_00093583,0.69
2025-06-10 15:20:38,click_00060802,0.71
2025-06-10 09:07:50,click_00092244,0.11
2025-06-10 08:52:00,click_00052785,0.68
2025-06-10 12:10:45,click_00048672,0.41
2025-06-10 17:31:07,click_00070079,0.73
2025-06-10 15:37:03,click_00023043,0.92
2025-06-10 04:13:44,click_00072686,0.23
2025-06-10 20:21:05,click_00070081,0.26
2025-06-10 05:28:42,click_00082979,0.87
2025-06-10 17:35:27,click_00048201,0.76
2025-06-10 23:58:18,click_00041885,0.61
2025-06-10 23:46:42,click_00033469,0.34
2025-06-10 12:04:24,click_00033044,0.87
2025-06-10 04:34:16,click_00046041,0.82
2025-06-10 23:06:06,click_00053220,0.27
2025-06-10 13:03:42,click_00057092,0.12
2025-06-10 19:36:53,click_00099942,0.67
2025-06-10 21:58:59,click_00004333,0.15
2025-06-10 01:57:48,click_00098356,0.46
2025-06-10 23:09:44,click_00022199,0.8
2025-06-10 23:26:01,click_00082196,0.11
2025-06-10 14:22:11,click_00076825,0.82
2025-06-10 15:13:50,click_00064546,0.16
2025-06-10 18:00:50,click_00027765,0.55
2025-06-10 09:54:04,click_00053917,0.81
2025-06-10 13:38:12,click_00049116,0.46
2025-06-10 10:38:38,click_00067242,0.24
2025-06-10 23:43:52,click_00032517,0.67
2025-06-10 05:54:54,click_00025493,0.23
2025-06-10 08:44:00,click_00050923,0.23
2025-06-10 14:09:45,click_00017383,0.81
2025-06-10 18:03:38,click_00048818,0.41
2025-06-10 00:22:24,click_00077839,0.79
2025-06-10 16:14:17,click_00060173,0.64
2025-06-10 14:58:49,click_00020345,0.19
2025-06-10 15:21:16,click_00006723,0.85
2025-06-10 21:34:37,click_00091520,0.66
2025-06-10 15:45:33,click_00038421,0.69
2025-06-10 18:18:49,click_00080160,0.62
2025-06-10 01:16:38,click_00075227,0.45
2025-06-10 22:04:49,click_00022399,0.92
2025-06-10 18:07:52,click_00063758,0.9
2025-06-10 20:15:22,click_00088177,0.97
2025-06-10 02:47:19,click_00095151,0.28
2025-06-10 08:03:58,click_00029020,0.53
2025-06-10 05:03:18,click_00092950,0.67
2025-06-10 18:25:13,click_00015300,0.61
2025-06-10 09:54:08,click_00047543,0.4
2025-06-10 13:13:19,click_00067763,0.79
2025-06-10 10:18:37,click_00086863,0.13
2025-06-10 07:24:24,click_00076705,0.22
2025-06-10 06:29:47,click_00009836,0.74
2025-06-10 14:46:16,click_00034258,0.7
2025-06-10 05:30:54,click_00072996,0.83
2025-06-10 20:40:02,click_00000622,0.93
2025-06-10 03:40:48,click_00057764,0.56
2025-06-10 08:50:45,click_00066446,0.12
2025-06-10 17:18:10,click_00002693,0.21
2025-06-10 19:55:42,click_00002277,1.0
2025-06-10 04:01:03,click_00032438,0.43
2025-06-10 00:07:41,click_00034285,0.68
2025-06-10 13:37:07,click_00032701,0.5
2025-06-10 04:33:50,click_00094047,0.56
2025-06-10 01:59:40,click_00023894,0.54
2025-06-10 03:37:06,click_00074012,0.94
2025-06-10 13:37:59,click_00080878,0.93
2025-06-10 00:16:05,click_00044945,0.99
2025-06-10 14:50:38,click_00036924,0.52
2025-06-10 02:00:21,click_00078021,0.83
2025-06-10 10:46:45,click_00064210,0.68
2025-06-10 10:42:47,click_00069092,0.47
2025-06-10 05:34:18,click_00083904,0.41
2025-06-10 02:37:50,click_00055420,0.87
2025-06-10 06:32:01,click_00003364,1.0
2025-06-10 08:14:35,click_00021801,0.92
2025-06-10 01:28:56,click_00096522,0.75
2025-06-10 20:32:00,click_00023338,0.27
2025-06-10 05:56:21,click_00064924,0.28
2025-06-10 05:43:27,click_00004579,0.42
2025-06-10 13:11:04,click_00016676,0.33
2025-06-10 11:41:21,click_00035497,0.81
2025-06-10 03:30:41,click_00002883,0.83
2025-06-10 01:27:17,click_00052294,0.52
2025-06-10 13:38:01,click_00010105,0.73
2025-06-10 01:52:51,click_00083160,0.18
2025-06-10 10:57:36,click_00004886,0.29
2025-06-10 08:47:24,click_00089457,0.54
2025-06-10 18:55:41,click_00072326,0.1
2025-06-10 13:17:38,click_00052983,0.93
2025-06-10 03:10:40,click_00062079,0.37
2025-06-10 10:04:50,click_00006249,0.15
2025-06-10 02:51:20,click_00031647,0.89
2025-06-10 11:43:09,click_00064904,0.11
2025-06-10 12:07:03,click_00074732,0.25
2025-06-10 06:34:20,click_00030243,0.97
2025-06-10 15:02:07,click_00091540,0.26
2025-06-10 07:53:07,click_00074893,0.42
2025-06-10 17:01:11,click_00021394,0.66
2025-06-10 13:38:12,click_00016878,0.21
2025-06-10 13:17:40,click_00055636,0.58
2025-06-10 20:27:58,click_00082257,0.38
2025-06-10 22:50:58,click_00014212,0.88
2025-06-10 14:05:15,click_00096943,0.75
2025-06-10 15:55:32,click_00097309,0.17
2025-06-10 01:50:26,click_00058449,1.0
2025-06-10 10:03:57,click_00017771,0.86
2025-06-10 17:05:02,click_00053201,0.86
2025-06-10 18:59:29,click_00005767,0.51
2025-06-10 08:57:25,click_00042414,0.35
2025-06-10 20:21:19,click_00009392,0.23
2025-06-10 18:58:41,click_00075006,0.65
2025-06-10 11:27:42,click_00028504,0.23
2025-06-10 04:37:49,click_00041149,0.18
2025-06-10 17:03:04,click_00070853,0.13
2025-06-10 02:23:20,click_00013029,0.26
2025-06-10 14:57:02,click_00066751,0.44
2025-06-10 19:20:13,click_00018309,0.83
2025-06-10 22:53:08,click_00057275,0.68
2025-06-10 08:19:08,click_00084826,0.52
2025-06-10 00:21:44,click_00057695,0.9
2025-06-10 13:50:11,click_00083046,0.42
2025-06-10 16:37:59,click_00074642,0.26
2025-06-10 21:54:40,click_00033827,0.82
2025-06-10 06:45:29,click_00057468,0.2
2025-06-10 06:13:35,click_00017401,0.49
2025-06-10 11:53:13,click_00076205,0.81
2025-06-10 15:06:00,click_00031973,0.7
2025-06-10 16:04:48,click_00074424,0.3
2025-06-10 08:23:42,click_00034408,0.68
2025-06-10 03:37:35,click_00077980,0.13
2025-06-10 00:24:28,click_00024424,0.13
2025-06-10 06:51:15,click_00084464,0.5
2025-06-10 23:55:57,click_00026212,0.5
2025-06-10 17:07:37,click_00075706,0.13
2025-06-10 04:02:20,click_00055429,0.71
2025-06-10 17:27:41,click_00066739,0.41
2025-06-10 15:51:00,click_00052855,0.95
2025-06-10 06:56:20,click_00064145,0.52
2025-06-10 19:31:16,click_00090025,0.54
2025-06-10 02:55:44,click_00072177,0.95
2025-06-10 00:12:53,click_00058914,0.4
2025-06-10 14:49:39,click_00020186,0.8
2025-06-10 14:57:05,click_00099868,0.49
2025-06-10 03:54:48,click_00040480,0.14
2025-06-10 14:01:13,click_00010306,0.63
2025-06-10 01:42:25,click_00064991,0.2
2025-06-10 22:32:03,click_00052004,0.95
2025-06-10 02:08:03,click_00087470,0.43
2025-06-10 19:20:52,click_00058002,0.69
2025-06-10 06:30:22,click_00000898,0.54
2025-06-10 19:07:44,click_00012388,0.23
2025-06-10 01:39:19,click_00094221,0.88
2025-06-10 09:32:35,click_00019519,0.81
2025-06-10 09:37:34,click_00091079,0.72
2025-06-10 19:49:08,click_00020770,0.32
2025-06-10 13:48:14,click_00079145,0.11
2025-06-10 03:58:01,click_00090969,0.23
2025-06-10 21:10:29,click_00058653,0.44
2025-06-10 23:48:43,click_00017684,0.73
2025-06-10 17:32:42,click_00077239,0.38
2025-06-10 08:17:08,click_00001240,0.47
2025-06-10 16:45:35,click_00017292,0.76
2025-06-10 18:16:01,click_00028600,0.76
2025-06-10 07:20:13,click_00045753,0.61
2025-06-10 18:12:22,click_00004592,0.88
2025-06-10 09:39:16,click_00051492,0.79
2025-06-10 15:29:05,click_00011086,0.28
2025-06-10 00:37:33,click_00082220,0.18
2025-06-10 11:50:04,click_00040013,0.96
2025-06-10 10:30:42,click_00082635,0.55
2025-06-10 20:56:00,click_00007024,0.53
2025-06-10 23:47:14,click_00037994,0.32
2025-06-10 11:55:10,click_00043240,0.41
2025-06-10 07:32:48,click_00009542,0.25
2025-06-10 22:35:04,click_00098491,0.18
2025-06-10 10:00:21,click_00088912,0.34
2025-06-10 14:36:53,click_00041485,0.73
2025-06-10 22:58:32,click_00057341,0.26
2025-06-10 16:56:56,click_00086172,0.65
2025-06-10 13:28:38,click_00012852,0.74
2025-06-10 07:55:59,click_00090894,0.83
2025-06-10 03:12:36,click_00032308,0.45
2025-06-10 23:19:16,click_00035555,0.94
2025-06-10 23:08:05,click_00007908,0.84
2025-06-10 22:25:30,click_00096008,0.97
2025-06-10 07:25:00,click_00031029,0.27
2025-06-10 14:43:16,click_00006586,0.19
2025-06-10 11:30:54,click_00051955,0.65
2025-06-10 15:42:47,click_00001977,0.39
2025-06-10 17:30:49,click_00082133,0.84
2025-06-10 19:19:11,click_00077404,0.54
2025-06-10 17:08:29,click_00060039,0.79
2025-06-10 10:26:49,click_00055425,0.86
2025-06-10 02:13:06,click_00097929,0.63
2025-06-10 17:58:33,click_00099317,0.54
2025-06-10 08:11:32,click_00066336,0.98
2025-06-10 17:38:13,click_00035974,0.47
2025-06-10 07:15:33,click_00066305,0.22
2025-06-10 14:04:37,click_00037712,0.3
2025-06-10 16:04:07,click_00033622,0.61
2025-06-10 21:11:18,click_00009726,0.71
